OG0024460	ENSSSAG00000100088.1	XM_035760369.2	ENSOKIG00005045768.1	XM_046368360.1
OG0024828	ENSSSAG00000072158.2	XM_035784688.2	ENSOKIG00005004624.1	XM_046329656.1
OG0024829	ENSSSAG00000027277.2	XM_035783758.2	ENSOKIG00005011865.1	XM_046328088.1
OG0024830	ENSSSAG00000093109.1	XM_052492694.1	ENSOKIG00005001718.1	XM_046363976.1
OG0024831	ENSSSAG00000114886.1	XM_035796055.1	ENSOKIG00005027461.1	XM_046338185.1
OG0024832	ENSSSAG00000086197.1	XM_035795749.2	ENSOKIG00005010124.1	XM_046326573.1
OG0024834	ENSSSAG00000050676.2	XM_035770467.2	ENSOKIG00005011041.1	XM_046305776.1
OG0024835	ENSSSAG00000116859.1	XM_052472927.1	ENSOKIG00005019754.1	XM_046327548.1
OG0024836	ENSSSAG00000111360.1	XM_035798276.2	ENSOKIG00005030431.1	XM_046310419.1
OG0024837	ENSSSAG00000046246.2	XM_035735071.1	ENSOKIG00005011419.1	XM_046354913.1
OG0024838	ENSSSAG00000077364.2	XM_035741373.2	ENSOKIG00005034502.1	XM_046343186.1
OG0024839	ENSSSAG00000083631.1	XM_052509371.1	ENSOKIG00005033044.1	XM_046337008.1
OG0024842	ENSSSAG00000089419.1	XM_052481816.1	ENSOKIG00005013941.1	XM_046364965.1
OG0024843	ENSSSAG00000102457.1	XM_052473135.1	ENSOKIG00005018789.1	XM_046335094.1
OG0024844	ENSSSAG00000048586.2	XM_035800799.2	ENSOKIG00005009408.1	XM_046355270.1
OG0024845	ENSSSAG00000007991.2	XM_052483128.1	ENSOKIG00005005496.1	XM_046343281.1
OG0024846	ENSSSAG00000048544.2	XM_035801346.2	ENSOKIG00005009367.1	XM_046355262.1
OG0024848	ENSSSAG00000088653.1	XM_035769955.2	ENSOKIG00005025207.1	XM_046333562.1
OG0024849	ENSSSAG00000074669.2	XM_035757567.2	ENSOKIG00005013486.1	XM_046293198.1
OG0024850	ENSSSAG00000108791.1	XM_052478139.1	ENSOKIG00005048600.1	XM_046355233.1
OG0024851	ENSSSAG00000104478.1	XM_035800808.2	ENSOKIG00005048604.1	XM_046355234.1
OG0024852	ENSSSAG00000069019.2	XM_035739250.2	ENSOKIG00005027758.1	XM_046366101.1
OG0024853	ENSSSAG00000068460.2	XM_035759600.2	ENSOKIG00005009740.1	XM_046341952.1
OG0024854	ENSSSAG00000078630.2	XM_035739122.2	ENSOKIG00005013608.1	XM_046366010.1
OG0024855	ENSSSAG00000118795.1	XM_052482616.1	ENSOKIG00005046308.1	XM_046333477.1
OG0024856	ENSSSAG00000054669.2	XM_035781289.2	ENSOKIG00005044413.1	XM_046314693.1
OG0024857	ENSSSAG00000080912.2	XM_035781080.2	ENSOKIG00005045146.1	XM_046316476.1
OG0024858	ENSSSAG00000077711.2	XM_035741205.2	ENSOKIG00005023656.1	XM_046343372.1
OG0024859	ENSSSAG00000113451.1	XM_035742233.2	ENSOKIG00005003366.1	XM_046309382.1
OG0024860	ENSSSAG00000046575.2	XM_035781338.2	ENSOKIG00005046197.1	XM_046314094.1
OG0024861	ENSSSAG00000077717.2	XM_035741206.2	ENSOKIG00005023679.1	XM_046343373.1
OG0024862	ENSSSAG00000039366.2	XM_035778153.2	ENSOKIG00005022480.1	XM_046310243.1
OG0024863	ENSSSAG00000102562.1	XM_035781339.2	ENSOKIG00005046230.1	XM_046314058.1
OG0024864	ENSSSAG00000039509.2	XM_035741204.2	ENSOKIG00005023701.1	XM_046343377.1
OG0024865	ENSSSAG00000083646.1	XM_035767618.2	ENSOKIG00005001823.1	XM_046361225.1
OG0024866	ENSSSAG00000046594.2	XM_035781337.1	ENSOKIG00005046177.1	XM_046314108.1
OG0024868	ENSSSAG00000071695.2	XM_035743289.1	ENSOKIG00005013084.1	XM_046308388.1
OG0024869	ENSSSAG00000040992.2	XM_052492606.1	ENSOKIG00005001828.1	XM_046361223.1
OG0024870	ENSSSAG00000069378.2	XM_035739216.2	ENSOKIG00005006427.1	XM_046364398.1
OG0024871	ENSSSAG00000111213.1	XM_035790009.2	ENSOKIG00005038774.1	XM_046346204.1
OG0024872	ENSSSAG00000073946.2	XM_035795144.2	ENSOKIG00005019431.1	XM_046354066.1
OG0024873	ENSSSAG00000077648.2	XM_035741213.2	ENSOKIG00005022398.1	XM_046336663.1
OG0024874	ENSSSAG00000015472.2	XM_035790279.2	ENSOKIG00005040948.1	XM_046348976.1
OG0024875	ENSSSAG00000063964.2	XM_052471294.1	ENSOKIG00005005517.1	XM_046291147.1
OG0024876	ENSSSAG00000118918.1	XM_035765532.2	ENSOKIG00005027973.1	XM_046293161.1
OG0024877	ENSSSAG00000002987.2	XM_035752748.2	ENSOKIG00005012099.1	XM_046332293.1
OG0024878	ENSSSAG00000062650.2	XM_052471306.1	ENSOKIG00005003419.1	XM_046291138.1
OG0024879	ENSSSAG00000077667.2	XM_035741212.2	ENSOKIG00005022438.1	XM_046336674.1
OG0024881	ENSSSAG00000056526.2	XM_035754889.2	ENSOKIG00005007570.1	XM_046355660.1
OG0024882	ENSSSAG00000113436.1	XM_035741110.2	ENSOKIG00005014756.1	XM_046343463.1
OG0024883	ENSSSAG00000063891.2	XM_035750312.2	ENSOKIG00005004062.1	XM_046362713.1
OG0024884	ENSSSAG00000043802.2	XM_052484131.1	ENSOKIG00005041836.1	XM_046293052.1
OG0024885	ENSSSAG00000087843.1	XM_035743117.2	ENSOKIG00005026488.1	XM_046308315.1
OG0024886	ENSSSAG00000074707.2	XM_035755953.2	ENSOKIG00005050094.1	XM_046355766.1
OG0024887	ENSSSAG00000001835.2	XM_035747981.2	ENSOKIG00005003114.1	XM_046305014.1
OG0024888	ENSSSAG00000089131.1	XM_035794882.2	ENSOKIG00005020772.1	XR_006834809.1
OG0024889	ENSSSAG00000078552.2	XM_035794781.2	ENSOKIG00005021296.1	XM_046327472.1
OG0024891	ENSSSAG00000054412.2	XM_035794883.2	ENSOKIG00005020766.1	XM_046327564.1
OG0024892	ENSSSAG00000065042.2	XM_035734478.2	ENSOKIG00005045713.1	XM_046356914.1
OG0024893	ENSSSAG00000078918.2	XM_035757186.1	ENSOKIG00005018976.1	XM_046370431.1
OG0024894	ENSSSAG00000074632.2	XM_035792750.1	ENSOKIG00005013323.1	XM_046293118.1
OG0024895	ENSSSAG00000120673.1	XM_035794804.2	ENSOKIG00005040166.1	XM_046327546.1
OG0024896	ENSSSAG00000095600.1	XM_052481458.1	ENSOKIG00005037730.1	XM_046364796.1
OG0024899	ENSSSAG00000000701.2	XM_052485840.1	ENSOKIG00005006802.1	XM_046309058.1
OG0024900	ENSSSAG00000065859.2	XM_035743267.2	ENSOKIG00005015530.1	XM_046308816.1
OG0024901	ENSSSAG00000059076.2	XM_052481191.1	ENSOKIG00005006203.1	XM_046364723.1
OG0024902	ENSSSAG00000007499.2	XM_035746194.2	ENSOKIG00005031297.1	XM_046302522.1
OG0024903	ENSSSAG00000072471.2	XM_035792160.2	ENSOKIG00005039640.1	XM_046296410.1
OG0024904	ENSSSAG00000073096.2	XM_035774402.2	ENSOKIG00005034078.1	XM_046297934.1
OG0024905	ENSSSAG00000001690.2	XM_035743196.2	ENSOKIG00005020141.1	XM_046308868.1
OG0024906	ENSSSAG00000112172.1	XM_052481464.1	ENSOKIG00005045177.1	XM_046364195.1
OG0024907	ENSSSAG00000062100.2	XM_052474587.1	ENSOKIG00005019810.1	XM_046338393.1
OG0024908	ENSSSAG00000072559.2	XM_052517212.1	ENSOKIG00005000576.1	XM_046306224.1
OG0024909	ENSSSAG00000072477.2	XM_035791356.1	ENSOKIG00005039654.1	XM_046296783.1
OG0024910	ENSSSAG00000041429.2	XM_035771344.2	ENSOKIG00005014719.1	XM_046306045.1
OG0024911	ENSSSAG00000103879.1	XM_052483092.1	ENSOKIG00005014510.1	XM_046343324.1
OG0024912	ENSSSAG00000063946.2	XM_035788693.1	ENSOKIG00005016098.1	XM_046359372.1
OG0024913	ENSSSAG00000072483.2	XM_035792162.1	ENSOKIG00005039663.1	XM_046293562.1
OG0024914	ENSSSAG00000005273.2	XM_052463397.1	ENSOKIG00005035028.1	XM_046358170.1
OG0024915	ENSSSAG00000109391.1	XR_004825146.2	ENSOKIG00005028530.1	XR_006840255.1
OG0024916	ENSSSAG00000097210.1	XM_052458753.1	ENSOKIG00005000440.1	XM_046307354.1
OG0024917	ENSSSAG00000074463.2	XM_052463467.1	ENSOKIG00005019250.1	XM_046360313.1
OG0024918	ENSSSAG00000040405.2	XM_052515579.1	ENSOKIG00005029433.1	XM_046319476.1
OG0024919	ENSSSAG00000062775.2	XM_052471299.1	ENSOKIG00005003463.1	XM_046293191.1
OG0024920	ENSSSAG00000082070.1	XM_035796127.2	ENSOKIG00005000023.1	XM_046336518.1
OG0024921	ENSSSAG00000085159.1	XM_035792658.2	ENSOKIG00005013698.1	XM_046293315.1
OG0024922	ENSSSAG00000081299.2	XM_035757038.1	ENSOKIG00005044780.1	XM_046355856.1
OG0024924	ENSSSAG00000015725.2	XM_035783743.2	ENSOKIG00005013683.1	XM_046329065.1
OG0024925	ENSSSAG00000069137.2	XM_052492511.1	ENSOKIG00005026528.1	XM_046367870.1
OG0024926	ENSSSAG00000015994.2	XM_035783746.2	ENSOKIG00005013609.1	XM_046328235.1
OG0024927	ENSSSAG00000102357.1	XM_035765543.2	ENSOKIG00005008234.1	XM_046301639.1
OG0024928	ENSSSAG00000116667.1	XM_035792166.2	ENSOKIG00005039984.1	XM_046294247.1
OG0024929	ENSSSAG00000056385.2	XM_035788455.1	ENSOKIG00005021261.1	XM_046359600.1
OG0024930	ENSSSAG00000118192.1	XM_035788921.2	ENSOKIG00005050736.1	XM_046357952.1
OG0024931	ENSSSAG00000004944.2	XM_052515355.1	ENSOKIG00005000361.1	XM_046305878.1
OG0024933	ENSSSAG00000087506.1	XM_052466945.1	ENSOKIG00005038841.1	XM_046297135.1
OG0024934	ENSSSAG00000042609.2	XM_035738027.2	ENSOKIG00005043531.1	XM_046364820.1
OG0024935	ENSSSAG00000081228.2	XM_035778349.2	ENSOKIG00005046683.1	XM_046311120.1
OG0024936	ENSSSAG00000096514.1	XM_035788683.2	ENSOKIG00005047106.1	XM_046359423.1
OG0024937	ENSSSAG00000044381.2	XM_052504949.1	ENSOKIG00005038931.1	XM_046342874.1
OG0024938	ENSSSAG00000004348.2	XM_052517206.1	ENSOKIG00005000265.1	XM_046306810.1
OG0024939	ENSSSAG00000070286.2	XM_035772516.2	ENSOKIG00005048696.1	XM_046317043.1
OG0024940	ENSSSAG00000071811.2	XM_052460959.1	ENSOKIG00005001811.1	XM_046348171.1
OG0024941	ENSSSAG00000056227.2	XM_035754853.2	ENSOKIG00005020930.1	XM_046319403.1
OG0024943	ENSSSAG00000121688.1	XM_052477397.1	ENSOKIG00005013594.1	XM_046320400.1
OG0024944	ENSSSAG00000067309.2	XM_035749381.2	ENSOKIG00005000680.1	XM_046364097.1
OG0024945	ENSSSAG00000113133.1	XM_035772517.2	ENSOKIG00005048688.1	XM_046317044.1
OG0024946	ENSSSAG00000098146.1	XM_035793159.2	ENSOKIG00005027122.1	XM_046354311.1
OG0024947	ENSSSAG00000065953.2	XM_035786167.2	ENSOKIG00005021188.1	XM_046346831.1
OG0024948	ENSSSAG00000015741.2	XM_035783745.2	ENSOKIG00005013624.1	XM_046328236.1
OG0024949	ENSSSAG00000004245.2	XM_035772787.2	ENSOKIG00005048356.1	XM_046332202.1
OG0024950	ENSSSAG00000107290.1	XM_035749380.2	ENSOKIG00005000685.1	XM_046363749.1
OG0024951	ENSSSAG00000004269.2	XM_035772791.2	ENSOKIG00005048343.1	XM_046332156.1
OG0024952	ENSSSAG00000077489.2	XM_035775778.2	ENSOKIG00005018463.1	XM_046370421.1
OG0024953	ENSSSAG00000087797.1	XM_035796151.2	ENSOKIG00005002113.1	XM_046343109.1
OG0024954	ENSSSAG00000080179.2	XM_035790702.2	ENSOKIG00005031170.1	XM_046322273.1
OG0024955	ENSSSAG00000008807.2	XM_052484025.1	ENSOKIG00005029935.1	XM_046293017.1
OG0024956	ENSSSAG00000050578.2	XM_035755269.2	ENSOKIG00005028477.1	XM_046318930.1
OG0024957	ENSSSAG00000088904.1	XM_035780801.2	ENSOKIG00005001876.1	XM_046352546.1
OG0024958	ENSSSAG00000073776.2	XM_035790581.2	ENSOKIG00005032428.1	XM_046355826.1
OG0024959	ENSSSAG00000067126.2	XM_052517593.1	ENSOKIG00005002920.1	XM_046355393.1
OG0024960	ENSSSAG00000108666.1	XM_035796191.2	ENSOKIG00005003545.1	XM_046343075.1
OG0024961	ENSSSAG00000072566.2	ne family-like	ENSOKIG00005014507.1	ne family-like
OG0024962	ENSSSAG00000050596.2	XM_035754713.1	ENSOKIG00005028501.1	XM_046318928.1
OG0024963	ENSSSAG00000053099.2	XM_035796118.1	ENSOKIG00005030626.1	XM_046335318.1
OG0024964	ENSSSAG00000118588.1	XM_035783754.2	ENSOKIG00005011960.1	XM_046328796.1
OG0024965	ENSSSAG00000046191.2	XM_035753540.2	ENSOKIG00005013878.1	XM_046368047.1
OG0024966	ENSSSAG00000102289.1	XM_035800015.2	ENSOKIG00005039267.1	XM_046320810.1
OG0024967	ENSSSAG00000077173.2	XM_035796060.1	ENSOKIG00005005703.1	XM_046332552.1
OG0024968	ENSSSAG00000075295.2	XM_052523057.1	ENSOKIG00005036697.1	XM_046342434.1
OG0024969	ENSSSAG00000044795.2	XM_035792668.1	ENSOKIG00005028580.1	XM_046293278.1
OG0024970	ENSSSAG00000089957.1	XM_035753530.2	ENSOKIG00005013882.1	XM_046368048.1
OG0024971	ENSSSAG00000080196.2	XM_035749553.2	ENSOKIG00005019124.1	XM_046363426.1
OG0024972	ENSSSAG00000046224.2	XM_035753524.2	ENSOKIG00005013890.1	XM_046368050.1
OG0024973	ENSSSAG00000089250.1	XM_035796241.2	ENSOKIG00005005725.1	XM_046336335.1
OG0024974	ENSSSAG00000107019.1	XM_052526206.1	ENSOKIG00005001460.1	XM_046311550.1
OG0024975	ENSSSAG00000089293.1	XM_035795984.2	ENSOKIG00005005728.1	XM_046336325.1
OG0024976	ENSSSAG00000046248.2	XM_035746406.2	ENSOKIG00005013910.1	XM_046369199.1
OG0024977	ENSSSAG00000078589.2	XM_035777492.2	ENSOKIG00005026707.1	XM_046312056.1
OG0024978	ENSSSAG00000109688.1	XM_035796244.2	ENSOKIG00005005735.1	XM_046343029.1
OG0024979	ENSSSAG00000110169.1	XM_035741240.2	ENSOKIG00005014758.1	XM_046336610.1
OG0024980	ENSSSAG00000053780.2	XM_035760315.2	ENSOKIG00005019462.1	XM_046363445.1
OG0024981	ENSSSAG00000072920.2	XM_035758800.2	ENSOKIG00005004376.1	XM_046355082.1
OG0024982	ENSSSAG00000067828.2	XM_035794414.2	ENSOKIG00005005461.1	XM_046293220.1
OG0024983	ENSSSAG00000071979.2	XM_052473954.1	ENSOKIG00005040139.1	XM_046332021.1
OG0024984	ENSSSAG00000072912.2	XM_035741405.2	ENSOKIG00005035918.1	XM_046293346.1
OG0024985	ENSSSAG00000074150.2	XM_035794389.2	ENSOKIG00005009934.1	XM_046291422.1
OG0024986	ENSSSAG00000055042.2	XM_035797515.2	ENSOKIG00005030047.1	XM_046334138.1
OG0024987	ENSSSAG00000043733.2	XM_052484129.1	ENSOKIG00005033789.1	XM_046290903.1
OG0024988	ENSSSAG00000008499.2	XM_052485861.1	ENSOKIG00005003641.1	XM_046308823.1
OG0024989	ENSSSAG00000002671.2	XM_052459256.1	ENSOKIG00005031776.1	XM_046329011.1
OG0024990	ENSSSAG00000040134.2	XM_035743345.2	ENSOKIG00005024481.1	XM_046309182.1
OG0024991	ENSSSAG00000119180.1	XM_035783307.2	ENSOKIG00005027627.1	XM_046329563.1
OG0024992	ENSSSAG00000009047.2	XM_035742487.2	ENSOKIG00005002967.1	XM_046308431.1
OG0024993	ENSSSAG00000070069.2	XM_035794507.2	ENSOKIG00005003446.1	XM_046293209.1
OG0024994	ENSSSAG00000118746.1	XM_035782429.2	ENSOKIG00005020707.1	XM_046300792.1
OG0024995	ENSSSAG00000073640.2	XM_035790574.2	ENSOKIG00005032927.1	XM_046355877.1
OG0024996	ENSSSAG00000099783.1	XM_052485610.1	ENSOKIG00005014097.1	XM_046308040.1
OG0024997	ENSSSAG00000040551.2	XM_035743347.2	ENSOKIG00005024248.1	XM_046309329.1
OG0024998	ENSSSAG00000081109.2	XM_035799351.2	ENSOKIG00005031829.1	XM_046322687.1
OG0024999	ENSSSAG00000081118.2	XM_035799360.2	ENSOKIG00005031863.1	XM_046321542.1
OG0025000	ENSSSAG00000097426.1	XM_052508562.1	ENSOKIG00005013101.1	XM_046320138.1
OG0025001	ENSSSAG00000065425.2	XM_035734453.2	ENSOKIG00005017687.1	XM_046349808.1
OG0025002	ENSSSAG00000049254.2	XM_035788472.2	ENSOKIG00005047957.1	XM_046359580.1
OG0025003	ENSSSAG00000081963.1	XM_035742041.2	ENSOKIG00005047172.1	XM_046293067.1
OG0025004	ENSSSAG00000045678.2	XM_035742042.2	ENSOKIG00005047083.1	XM_046290908.1
OG0025005	ENSSSAG00000070896.2	XM_035759926.2	ENSOKIG00005001962.1	XM_046309442.1
OG0025006	ENSSSAG00000104526.1	XM_035797441.2	ENSOKIG00005008975.1	XM_046340787.1
OG0025007	ENSSSAG00000109373.1	XM_035793738.2	ENSOKIG00005033906.1	XM_046292051.1
OG0025008	ENSSSAG00000095873.1	XM_035788879.2	ENSOKIG00005019034.1	XM_046358141.1
OG0025009	ENSSSAG00000067060.2	XM_035793732.2	ENSOKIG00005033922.1	XM_046292052.1
OG0025010	ENSSSAG00000095394.1	XM_035761004.2	ENSOKIG00005048473.1	XM_046367717.1
OG0025011	ENSSSAG00000072175.2	XM_035792686.1	ENSOKIG00005018827.1	XM_046293093.1
OG0025012	ENSSSAG00000081476.2	XM_035772418.2	ENSOKIG00005050991.1	XM_046317913.1
OG0025013	ENSSSAG00000074844.2	XM_035788880.2	ENSOKIG00005018987.1	XM_046360308.1
OG0025014	ENSSSAG00000111771.1	XM_052522042.1	ENSOKIG00005015531.1	XM_046361923.1
OG0025015	ENSSSAG00000093103.1	XM_035765075.2	ENSOKIG00005048464.1	XM_046367318.1
OG0025016	ENSSSAG00000080549.2	XM_052473804.1	ENSOKIG00005012724.1	XM_046340488.1
OG0025017	ENSSSAG00000093489.1	XM_052523294.1	ENSOKIG00005044469.1	XM_046342552.1
OG0025018	ENSSSAG00000046923.2	XM_035787664.2	ENSOKIG00005028118.1	XM_046360382.1
OG0025019	ENSSSAG00000114692.1	XM_035764904.2	ENSOKIG00005027285.1	XM_046329278.1
OG0025020	ENSSSAG00000094591.1	XM_052485467.1	ENSOKIG00005016068.1	XM_046309308.1
OG0025021	ENSSSAG00000009184.2	XM_035742489.1	ENSOKIG00005002880.1	XM_046307937.1
OG0025022	ENSSSAG00000071445.2	XM_035751867.2	ENSOKIG00005050336.1	XM_046367260.1
OG0025023	ENSSSAG00000073013.2	XM_052523048.1	ENSOKIG00005036626.1	XM_046341443.1
OG0025024	ENSSSAG00000000085.2	XM_052485468.1	ENSOKIG00005016052.1	XM_046309674.1
OG0025026	ENSSSAG00000073233.2	XM_035774401.2	ENSOKIG00005034365.1	XM_046297933.1
OG0025027	ENSSSAG00000053553.2	XM_035772323.2	ENSOKIG00005029559.1	XM_046316782.1
OG0025028	ENSSSAG00000041119.2	XM_035794553.2	ENSOKIG00005017067.1	XM_046293207.1
OG0025029	ENSSSAG00000112174.1	XM_035760183.1	ENSOKIG00005035393.1	XM_046342293.1
OG0025030	ENSSSAG00000002664.2	XM_035757356.2	ENSOKIG00005031767.1	XM_046329176.1
OG0025031	ENSSSAG00000040177.2	XM_052506709.1	ENSOKIG00005028382.1	XM_046344848.1
OG0025032	ENSSSAG00000064860.2	XM_035738000.2	ENSOKIG00005020701.1	XM_046364385.1
OG0025033	ENSSSAG00000075244.2	XM_035766434.2	ENSOKIG00005036975.1	XM_046342446.1
OG0025034	ENSSSAG00000019241.2	XM_052484031.1	ENSOKIG00005031793.1	XM_046290899.1
OG0025035	ENSSSAG00000073203.2	XM_052523079.1	ENSOKIG00005037146.1	XM_046343031.1
OG0025036	ENSSSAG00000009232.2	XM_035742495.2	ENSOKIG00005002840.1	XM_046307925.1
OG0025037	ENSSSAG00000002771.2	XM_035761570.1	ENSOKIG00005032308.1	XM_046329625.1
OG0025039	ENSSSAG00000074308.2	XM_035787706.2	ENSOKIG00005019352.1	XM_046360322.1
OG0025040	ENSSSAG00000100554.1	XM_035780467.2	ENSOKIG00005037235.1	XM_046300984.1
OG0025041	ENSSSAG00000074247.2	XM_035787708.2	ENSOKIG00005019365.1	XM_046360323.1
OG0025042	ENSSSAG00000076421.2	XM_035773498.1	ENSOKIG00005017317.1	XM_046362318.1
OG0025043	ENSSSAG00000002712.2	XM_035761569.2	ENSOKIG00005031944.1	XM_046329203.1
OG0025044	ENSSSAG00000058155.2	XM_035740712.2	ENSOKIG00005005094.1	XM_046343777.1
OG0025045	ENSSSAG00000102689.1	XM_035742235.2	ENSOKIG00005002525.1	XM_046309108.1
OG0025046	ENSSSAG00000067370.2	XM_052529286.1	ENSOKIG00005038558.1	XM_046330219.1
OG0025047	ENSSSAG00000063305.2	XM_035757031.2	ENSOKIG00005001455.1	XM_046361128.1
OG0025048	ENSSSAG00000050340.2	XM_035786437.2	ENSOKIG00005007580.1	XM_046346535.1
OG0025050	ENSSSAG00000074668.2	XM_035796474.2	ENSOKIG00005049593.1	XM_046342817.1
OG0025051	ENSSSAG00000068141.2	XM_035739674.2	ENSOKIG00005023315.1	XM_046336862.1
OG0025052	ENSSSAG00000073703.2	XM_052465436.1	ENSOKIG00005032798.1	XM_046355891.1
OG0025054	ENSSSAG00000086205.1	XM_035772533.2	ENSOKIG00005048506.1	XM_046318066.1
OG0025055	ENSSSAG00000002773.2	XM_035776140.2	ENSOKIG00005021923.1	XM_046368182.1
OG0025056	ENSSSAG00000055038.2	ne_ Src family	ENSOKIG00005021800.1	XM_046321968.1
OG0025057	ENSSSAG00000041937.2	XM_035790434.2	ENSOKIG00005008065.1	XM_046325569.1
OG0025058	ENSSSAG00000088875.1	XM_035779842.2	ENSOKIG00005027056.1	XM_046297979.1
OG0025059	ENSSSAG00000003690.2	XM_035753748.2	ENSOKIG00005028809.1	XM_046320515.1
OG0025060	ENSSSAG00000080557.2	XM_035752963.2	ENSOKIG00005029318.1	XR_006834140.1
OG0025061	ENSSSAG00000001563.2	XM_035770659.2	ENSOKIG00005031930.1	XM_046307384.1
OG0025063	ENSSSAG00000040489.2	XM_035790453.2	ENSOKIG00005048948.1	XM_046357525.1
OG0025065	ENSSSAG00000102309.1	XM_035769081.2	ENSOKIG00005011516.1	XM_046338852.1
OG0025066	ENSSSAG00000039364.2	XM_052468982.1	ENSOKIG00005009168.1	XM_046291021.1
OG0025067	ENSSSAG00000004998.2	XM_035777405.2	ENSOKIG00005004490.1	XM_046311488.1
OG0025068	ENSSSAG00000051531.2	XM_035796253.2	ENSOKIG00005006080.1	XM_046336298.1
OG0025069	ENSSSAG00000002993.2	XM_052459277.1	ENSOKIG00005027542.1	XM_046328655.1
OG0025070	ENSSSAG00000040539.2	XM_052465338.1	ENSOKIG00005006132.1	XM_046357542.1
OG0025072	ENSSSAG00000002986.2	XM_035783310.2	ENSOKIG00005027519.1	XM_046328592.1
OG0025075	ENSSSAG00000002801.2	XM_035771015.1	ENSOKIG00005006886.1	XM_046306002.1
OG0025076	ENSSSAG00000093683.1	XM_035763169.2	ENSOKIG00005013894.1	XM_046359185.1
OG0025077	ENSSSAG00000048215.2	XM_035763170.2	ENSOKIG00005013903.1	XM_046359184.1
OG0025078	ENSSSAG00000072300.2	XM_035785871.1	ENSOKIG00005003846.1	XM_046345256.1
OG0025079	ENSSSAG00000113746.1	XM_052504996.1	ENSOKIG00005029939.1	XM_046336913.1
OG0025080	ENSSSAG00000002955.2	XM_052459278.1	ENSOKIG00005027496.1	XM_046328591.1
OG0025081	ENSSSAG00000006385.2	XM_035753447.2	ENSOKIG00005028481.1	XM_046368069.1
OG0025082	ENSSSAG00000006404.2	XM_035753432.2	ENSOKIG00005028499.1	XM_046368070.1
OG0025084	ENSSSAG00000106032.1	XM_052521818.1	ENSOKIG00005038344.1	XM_046293552.1
OG0025085	ENSSSAG00000001433.2	XR_004829221.2	ENSOKIG00005004104.1	XR_006839143.1
OG0025086	ENSSSAG00000064238.2	XM_035750306.1	ENSOKIG00005004815.1	XM_046362714.1
OG0025087	ENSSSAG00000073023.2	XM_035762523.2	ENSOKIG00005036585.1	XM_046342398.1
OG0025088	ENSSSAG00000110780.1	XM_035787456.2	ENSOKIG00005001244.1	XM_046345262.1
OG0025089	ENSSSAG00000043181.2	XM_052479892.1	ENSOKIG00005011533.1	XM_046335000.1
OG0025090	ENSSSAG00000044322.2	XM_052493948.1	ENSOKIG00005000881.1	XM_046362668.1
OG0025091	ENSSSAG00000047601.2	XM_052479939.1	ENSOKIG00005011137.1	XM_046348808.1
OG0025092	ENSSSAG00000089152.1	XM_052479938.1	ENSOKIG00005004975.1	XM_046348807.1
OG0025093	ENSSSAG00000074606.2	XM_035793670.1	ENSOKIG00005019088.1	XM_046292123.1
OG0025094	ENSSSAG00000107202.1	XM_052471692.1	ENSOKIG00005005781.1	XM_046293122.1
OG0025095	ENSSSAG00000049059.2	XM_035778795.2	ENSOKIG00005012756.1	XM_046312315.1
OG0025096	ENSSSAG00000060970.2	XM_035790385.1	ENSOKIG00005012848.1	XM_046326891.1
OG0025097	ENSSSAG00000056462.2	XM_035799987.2	ENSOKIG00005022441.1	XM_046321969.1
OG0025099	ENSSSAG00000032276.2	XM_052496501.1	ENSOKIG00005029748.1	XM_046368427.1
OG0025100	ENSSSAG00000079671.2	XM_035799805.2	ENSOKIG00005025941.1	XM_046322020.1
OG0025101	ENSSSAG00000080584.2	XM_035755152.2	ENSOKIG00005006920.1	XM_046355023.1
OG0025102	ENSSSAG00000052825.2	XM_035768009.2	ENSOKIG00005039573.1	XM_046296305.1
OG0025103	ENSSSAG00000098239.1	XM_035751896.2	ENSOKIG00005017502.1	XM_046367222.1
OG0025104	ENSSSAG00000117696.1	XM_035792691.2	ENSOKIG00005009144.1	XM_046290913.1
OG0025105	ENSSSAG00000041845.2	XM_035790426.2	ENSOKIG00005008118.1	XM_046357709.1
OG0025106	ENSSSAG00000054084.2	XM_035741708.2	ENSOKIG00005018039.1	XM_046351941.1
OG0025107	ENSSSAG00000080367.2	XM_035781827.2	ENSOKIG00005006540.1	XM_046307610.1
OG0025108	ENSSSAG00000041728.2	XM_035790425.2	ENSOKIG00005008222.1	XM_046325841.1
OG0025109	ENSSSAG00000042108.2	XM_035792655.2	ENSOKIG00005033586.1	XM_046293325.1
OG0025111	ENSSSAG00000093647.1	XM_035762255.2	ENSOKIG00005013181.1	XM_046295139.1
OG0025112	ENSSSAG00000047597.2	XM_035773518.2	ENSOKIG00005017808.1	XM_046362507.1
OG0025113	ENSSSAG00000068752.2	XM_052468610.1	ENSOKIG00005039501.1	XM_046296419.1
OG0025114	ENSSSAG00000081176.2	XM_035783631.2	ENSOKIG00005008043.1	XM_046329623.1
OG0025115	ENSSSAG00000009955.2	XM_035767597.2	ENSOKIG00005044762.1	XM_046305336.1
OG0025117	ENSSSAG00000073677.2	XM_035760936.2	ENSOKIG00005034177.1	XM_046322057.1
OG0025118	ENSSSAG00000073687.2	XM_035760907.2	ENSOKIG00005034227.1	XM_046321534.1
OG0025119	ENSSSAG00000006058.2	XM_035797985.2	ENSOKIG00005025315.1	XM_046312922.1
OG0025120	ENSSSAG00000044266.2	XM_035753498.2	ENSOKIG00005004580.1	XM_046318638.1
